tai15_15_08.txt,2041.9,2027.09,1968
tai15_15_09.txt,2008.85,2046.68,2038.02
tai15_15_10.txt,1955.94,1969.6,1986.05
tai20_20_01.txt,2610.32,2663.42,2614.1
tai20_20_02.txt,2787.2,2807.36,2824.64
tai20_20_03.txt,2761.76,2778.75,2742.12
tai20_20_04.txt,2797.62,2771.1,2834.05
tai20_20_05.txt,2746.8,2803.47,2770.2
tai20_20_06.txt,2680.81,2693.22,2718.63
tai20_20_07.txt,2816.95,2807.49,2882.78
tai20_20_08.txt,2689.64,2705.15,2738.64
tai20_20_09.txt,2782.43,2801.2,2801.19
tai20_20_10.txt,2681.22,2700.08,2760.94
j3-per0-1,2057,1691,2109
j3-per0-2,1370,2117,1916
j3-per10-0,1711,1746,1780
j3-per10-1,1712,1820,2141
j3-per10-2,1402.14,2212.19,2224.15
j3-per20-0,1699,1699,1680
j3-per20-1,1410,1410,1410
j3-per20-2,1854,1854,1614
j4-per0-0,2210,2210,2118
j4-per0-1,2482,2482,2482
j4-per0-2,2426,2435,2426
j4-per10-0,1893,2479,2408
j4-per10-1,1957,2199,2322
j4-per10-2,1561.35,2289.11,2246.89
j4-per20-0,1994,2112,2161
j4-per20-1,1731,1731,1864
j4-per20-2,1932,2004,1932
j5-per0-0,2249,2328,2195
j5-per0-1,1970,2717,2676
j5-per0-2,2259,2096,2022
j5-per10-0,1897.45,2175,2294.14
j5-per10-1,1725,1975,2287
j5-per10-2,1926,2001,2356
j5-per20-0,1846,1842,2044
j5-per20-1,2016,2227,2657
j5-per20-2,2170.31,1812.37,2400.9
j6-per0-0,2315,2179,1987
j6-per0-1,2737,2848,2449
j6-per0-2,2342,3189,2324
j6-per10-0,2229.4,2168.84,2474.3
j6-per10-1,2750,2798,2910
j6-per10-2,2224,2854,2315
j6-per20-0,2137.39,2170.52,2466.69
j6-per20-1,2173,2335,2374
j6-per20-2,2102,2239,2106
j7-per0-0,2519.73,2353.95,2258.15
j7-per0-1,2254,2822,2502
j7-per0-2,2234.66,2763.86,2862.2
j7-per10-0,2168,2744,2461
j7-per10-1,2187.46,2700.14,3024.28
j7-per10-2,2465,2503,2811
j7-per20-0,2259,2219,2137
j7-per20-1,2461.87,2741.98,2588.32
j7-per20-2,2229,2889,2141
j8-per0-1,2364.37,2364.09,2085.17
j8-per0-2,2505.08,2657.81,2886.37
j8-per10-0,2228,2660,3081
j8-per10-1,2323.79,2432.43,2398.03
j8-per10-2,2481.86,2513.73,2506.98
j8-per20-0,2392,2829,2134
j8-per20-1,2505.92,2617.7,2408.6
j8-per20-2,2140.65,2532.68,2579.98
GP03-01.txt,2147,1832,2156
GP03-02.txt,1993,1830,2156
GP03-03.txt,1504,2164,1998
GP03-04.txt,1834,1828,1995
GP03-05.txt,1663,1825,1984
GP03-06.txt,1828,2152,1666
GP03-07.txt,1498,2175,2331
GP03-08.txt,1829,2156,1666
GP03-09.txt,2008,1825,2324
GP03-10.txt,1673,2327,2151
GP04-01.txt,2698,2557,2599
GP04-02.txt,1799.88,2304.62,2350.5
GP04-03.txt,2320,2672,2640
GP04-04.txt,2059,2393,2249
GP04-05.txt,2313,2321,2326
GP04-06.txt,2317,2305,2893
GP04-07.txt,1901,2478,2607
GP04-08.txt,1903,2390,2532
GP04-09.txt,1938,2596,2002
GP04-10.txt,1701.27,2663.22,2607.52
GP05-01.txt,3824,2931,2607
GP05-02.txt,2878,2625,2315
GP05-03.txt,3328,3258,3293
GP05-04.txt,1713,2948,3768
GP05-05.txt,2636.01,2667.78,3237.44
GP05-06.txt,2287,3391,3427
GP05-07.txt,2706,2968,3322
GP05-08.txt,2492,2304,3278
GP05-09.txt,2453,1941,2825
GP05-10.txt,2552,2612,2320
GP06-01.txt,2709.98,2511,3483.45
GP06-02.txt,2695,2659,3117
GP06-03.txt,3367,3029,3023
GP06-04.txt,3295.52,2912.33,2650.2
GP06-05.txt,2802,2510,2849
GP06-06.txt,2912,2972,2929
GP06-07.txt,3434.07,3326.32,2972.7
GP06-08.txt,3099,3578,3036
GP06-09.txt,3405,2684,3441
GP06-10.txt,2316,2945,2688
GP07-01.txt,3207.3,3063.22,2820.38
GP07-02.txt,2918,3362,3437
GP07-03.txt,2941.93,3813.78,3218.9
GP07-04.txt,3077,3004,3197
GP07-05.txt,3536.76,2878.72,3195.16
GP07-06.txt,2575,3770,4140
GP07-07.txt,3651.42,2571.75,2817.5
GP07-08.txt,4355,2666,3001
GP07-09.txt,3710.29,3410.17,3309.04
GP07-10.txt,3117,2605,2742
GP08-01.txt,3429.23,2683.91,3887.22
GP08-02.txt,3625,3632,3964
GP08-03.txt,3420.76,3067.62,3438.4
GP08-04.txt,3269.82,3065.87,4123.05
GP08-05.txt,3974,3068,3077
GP08-06.txt,3140.68,4358.45,3681.86
GP08-07.txt,2573.18,3521.75,3819.26
GP08-08.txt,3470,3754,3879
GP08-09.txt,2998.68,3294.6,3699.96
GP08-10.txt,3454.26,3451.13,3398.43
GP09-01.txt,3635.05,3311.22,3543.18
GP09-02.txt,4225,4075,3146
GP09-03.txt,3151.53,4319.01,3689.79
GP09-04.txt,3370.3,3291.98,2997.18
GP09-05.txt,3451.7,3220.02,3577.63
GP09-06.txt,3555.93,3668.58,3952.64
GP09-07.txt,3458.8,3789.78,3250.31
GP09-08.txt,3383.37,3967.38,3400.29
GP09-09.txt,4383.54,3640.26,2855.03
GP09-10.txt,3306.76,3462.71,3172.86
GP10-01.txt,3382.07,3340.03,3920.9
GP10-02.txt,3545.33,3439.46,3333.76
GP10-03.txt,3032.26,3908.48,3497.41
GP10-04.txt,3337.24,3605.26,3726.96
GP10-05.txt,3904.58,3565.9,4113.66
GP10-06.txt,3559.53,3794.94,3875.7
GP10-07.txt,3312.12,4317.92,3495.91
GP10-08.txt,3695.01,3280.33,3908.45
GP10-09.txt,3406.55,3902.58,4625.71
GP10-10.txt,3468.54,3557.5,3957.3
